Stock Code,Name of Securities
65739,SG#INBIORC2604A
65740,SG#NTES RC2606A
65743,SG#PINANRC2710Y
65744,SG#POMRTRC2605A
65751,BI#HSBC RC2612A
65753,BI#ICBC RC2708A
65755,SG#HSI  RC2707Q
65760,SG#TENCTRC2510U
65773,BI#C MOBRC2609A
65778,BI#HKEX RC2610A
65780,BI#KUASORC2512B
65784,BI#CCB  RC2608A
65789,SG#HKEX RC2604B
65793,BI#NTES RC2601A
65795,DS#HSI  RP27123
65796,DS#HSI  RP27124
65798,HS#HSI  RC27091
65800,HS#HSI  RC27092
65805,HS#HSI  RC2709W
65813,HS#HKEX RC2710L
65816,JP#HSI  RC28038
65819,HS#CCB  RC2710B
65820,HS#ANTASRC2512C
65821,HS#TENCTRC2511M
65822,HS#ICBC RC2710C
65823,JP#HSI  RC2803V
65828,HS#SENTMRC2511A
65829,JP#HSI  RC28044
65830,HS#ZIJINRC2511A
65834,HS#TENCTRC2603C
65836,CI#HSI  RC28092
65837,JP#JDCOMRP2803C
65852,BP#HSI  RC2809K
65854,BP#HSI  RC2809L
65861,JP#HKEX RC2610A
65864,BP#HSI  RC2809R
65868,GJ#HSI  RP2804O
65872,GJ#HSI  RP2804P
65874,CT#HSI  RC2711O
65886,CT#HSI  RC2712E
65887,CT#HSI  RC2711P
65888,MS#HSI  RP2804M
65891,CI#HSI  RC2804Q
65894,CI#HSI  RC2804L
65901,MS#HSBC RC2805A
65904,MS#TENCTRP2807A
65905,MS#TENCTRC2603B
65909,JP#CLIFERC2808C
65910,JP#TENCTRC2512L
65912,JP#KUASORC2510G
65914,JP#NTES RC2604A
65931,JP#HSI  RC2803E
65932,JP#HSI  RC2803F
65935,BI#HSI  RP2801X
65937,BI#HSI  RP2801Y
65938,BI#HSI  RP2801Z
65939,HS#HSI  RC2709Y
65941,CI#HSI  RC28046
65942,HS#HSI  RC2709Z
65943,HS#HSI  RC27096
65944,HS#HSI  RC2707L
65945,HS#PINANRC2510O
65953,CI#HSI  RC2805T
65956,HS#HSI  RC2707O
65967,BP#HSI  RC28083
65970,HS#HSI  RP2803E
65973,SG#HSI  RC2710G
65975,SG#HSI  RC2710H
65976,SG#HSI  RC2710L
65979,BP#HSI  RC28085
65981,BP#HSI  RC28088
65983,SG#HSI  RC2710M
65984,SG#HSI  RC2710N
65987,HS#HSI  RP2803V
65988,SG#XIAMIRC2511E
65989,HS#HSI  RP2803Y
65991,SG#HSI  RC2709Y
65993,SG#HSI  RC2709X
65994,SG#HSI  RC2707X
66010,CT#ALIBARC2509D
66012,CT#HSI  RC2709M
66013,CT#XIAMIRC2511H
66014,CT#HKEX RC2510I
66015,CT#ALIBARC2606A
66016,CT#HSI  RC2707N
66019,CT#XIAMIRC2512A
66021,BP#HSI  RC2808B
66022,CT#HSI  RC2711Q
66024,CT#TENCTRC2510E
66030,JP#HSI  RP2803C
66037,JP#HSI  RP28044
66045,CT#HSI  RC2712G
66050,CT#HSI  RC2711R
66051,CT#HSI  RC2712H
66053,UB#HKEX RC2609H
66054,UB#XIAMIRC2511M
66057,UB#TENCTRC2510B
66058,UB#HSI  RC2709W
66059,UB#HSI  RC2709Y
66060,UB#HSI  RC2710M
66061,UB#HSI  RC2710P
66066,UB#HSI  RC2803D
66068,UB#HSI  RC2709B
66071,JP#ALIBARC2611A
66074,MS#HKEX RC2704E
66075,JP#TENCTRP2807I
66077,UB#JDCOMRP2803A
66081,JP#WUXI RC2607D
66082,UB#HSI  RC2709V
66083,UB#HSI  RC2711T
66086,CI#HSI  RC2612A
66087,UB#HSI  RC2711U
66088,JP#TENCTRC2607K
66094,JP#TENCTRP2807J
66095,JP#HSBC RC2806F
66099,GJ#HSI  RC2711S
66101,JP#TENCTRC2607L
66102,MS#HSI  RC2711C
66103,MS#HSI  RC2712P
66105,JP#PINANRC2807F
66107,MS#HSI  RC2708P
66108,MS#HSI  RC2712K
66109,MS#HSI  RC2710J
66111,MS#TENCTRC2510D
66112,JP#HKEX RC2705F
66113,MS#ALIBARC2510B
66114,CI#HSI  RC2709H
66115,CI#HSI  RC2709I
66117,CI#HSI  RC2709J
66118,CI#HSI  RC2709K
66120,CI#HSI  RC2709L
66121,CI#HSI  RC2709M
66122,CI#HSI  RC2709N
66123,HS#XIAMIRC2511B
66126,HS#TENCTRC2602G
66128,HS#TENCTRP2803A
66129,HS#POMRTRC2602A
66132,BP#HSI  RC2809Z
66134,BP#HSI  RC28096
66146,BP#HSBC RC2711E
66147,BP#HSBC RC2711F
66150,BP#HKEX RC2511J
66151,BP#C MOBRC2709B
66160,BP#HSI  RC2809C
66168,UB#C MOBRC2610E
66170,HS#HSI  RC2712I
66172,JP#XIAMIRC2511T
66180,JP#HSI  RC2709H
66184,UB#JDCOMRC2805E
66185,UB#NTES RC2604F
66189,HS#HSI  RC2712P
66205,SG#TENCTRC2511C
66215,UB#ALIBARC2608C
66216,HS#HSI  RC2712Y
66218,GJ#HSI  RC2511S
66219,GJ#HSI  RC25113
66221,JP#GEELYRC2607A
66223,JP#MTUANRP2804A
66225,HS#HSI  RC2803J
66226,UB#POMRTRP2808C
66227,HS#HSI  RC2803K
66228,HS#HSI  RC2803L
66229,HS#HSI  RC2803M
66232,UB#POMRTRC2601C
66235,UB#TENCTRP2807D
66237,SG#C MOBRC2710H
66238,SG#ANTASRC2510A
66239,UB#HSI  RC2511H
66240,UB#HSI  RC2511N
66241,UB#TENCTRP2807E
66243,HS#TENCTRC2603D
66245,HS#MTUANRP2710D
66247,HS#JDCOMRP2710A
66248,HS#NTES RC2512D
66249,HS#CLIFERC2612A
66250,HS#GEELYRC2611A
66251,HS#BOCL RC2711A
66252,GJ#HSI  RC2711T
66258,JP#TENCTRC2509A
66266,SG#HSI  RC25106
66267,JP#TENCTRC2509B
66268,HS#HSI  RC2712C
66271,CI#HSI  RC2810Z
66272,CI#HSI  RC28101
66273,HS#HSI  RC27123
66275,JP#TENCTRC2510B
66279,CI#HSI  RC2809S
66280,UB#HSI  RP2803G
66284,UB#HSI  RP2803J
66286,MS#XIAMIRC2511C
66288,MS#PINANRC2710F
66290,HS#HSI  RC27125
66291,MS#PINANRC2710G
66293,MS#HKEX RC2609A
66294,MS#HKEX RC2609B
66295,MS#HSI  RC2711G
66297,MS#HSI  RC27102
66302,UB#HSI  RC26089
66303,MS#HSTECRC2510G
66304,MS#HSTECRC2510H
66305,BI#HSI  RC27122
66307,SG#HSI  RC2709J
66308,SG#HSI  RC2709N
66309,SG#HSI  RC2711A
66311,CT#TENCTRC2509A
66312,UB#TENCTRC2606V
66314,UB#TENCTRC2606W
66316,CT#XIAMIRC2510F
66317,SG#HSI  RC2711B
66320,SG#HSI  RC2711G
66325,SG#HSI  RC2711H
66328,UB#CSPC RP2610A
66329,UB#INBIORP2702A
66330,UB#HSI  RP2704A
66334,SG#TENCTRC2510V
66335,SG#HSI  RC2710P
66337,JP#HSBC RC2604B
66339,SG#HSI  RC2710Q
66342,SG#HSI  RC2711I
66346,SG#XIAMIRC2511F
66350,BI#HSI  RC2612A
66356,UB#TENCTRC2509F
66359,UB#HSI  RC27091
66374,GJ#HSI  RC2511A
66377,GJ#HSI  RC2511F
66378,GJ#HSI  RC2511G
66379,UB#HSI  RC2710Q
66380,UB#HSI  RC2711V
66381,UB#HKEX RC2609I
66389,UB#NTES RC2604D
66390,HS#HSI  RC26092
66391,UB#HSI  RC2711W
66394,HS#HSI  RC26095
66395,UB#HSI  RC2711X
66397,UB#HSI  RC2710Z
66401,UB#HSI  RC27101
66403,UB#HSI  RC27103
66404,HS#HSI  RC26094
66405,HS#HSI  RC26098
66410,CT#BOCL RC2510A
66413,HS#HSI  RC2610V
66414,HS#HSI  RC26101
66415,HS#HSI  RC26102
66416,BP#GEELYRC2607D
66418,BP#TENCTRC2601H
66419,BP#TENCTRC2601I
66422,BP#HSI  RC2809F
66423,BP#HSI  RC28095
66425,BP#HSI  RC2809A
66427,CI#HSI  RC2611A
66430,BP#HSI  RC2809B
66433,CI#HSI  RC2610A
66434,BP#HSI  RC2809D
66439,BP#HSTECRC2511D
66440,BP#HSTECRC2511E
66442,UB#HSI  RC2608P
66443,UB#HSI  RC26114
66444,BP#TENCTRC25115
66445,BP#CNOOCRC2709C
66447,BP#XIAMIRC2511L
66448,BP#PINANRC2709F
66449,BP#PINANRC2709G
66460,BP#NTES RC2602A
66468,HS#HSI  RC2707V
66469,HS#HSI  RC2707K
66470,UB#HSI  RC26115
66471,UB#HSI  RC2612N
66472,BP#POMRTRC2601C
66478,SG#HSI  RC26085
66479,SG#HSI  RC26097
66482,HS#HSI  RC27093
66483,SG#HSI  RC2802F
66484,SG#HSI  RC28026
66487,SG#HSI  RC2803S
66488,HS#HSI  RC2709A
66489,HS#HSI  RC2709H
66491,JP#HSI  RC26111
66492,SG#HSI  RC2803T
66497,HS#HSI  RC27095
66498,SG#HSI  RC2803U
66501,JP#HSI  RC26112
66503,HS#CNOOCRC2611F
66505,HS#AIA  RC2601B
66508,SG#TENCTRC2509A
66510,SG#XIAMIRC2509D
66511,JP#CSHENRC2608B
66512,HS#TENCTRC2511N
66514,JP#HSBC RC2612C
66517,CT#HSI  RC2712I
66521,SG#TENCTRC2511D
66523,CT#HSI  RC2711S
66524,BP#HSBC RC2511E
66528,BP#BAIDURC2511E
66529,CT#HSI  RC2711T
66535,BP#HSI  RC2706V
66538,SG#TENCTRP2812D
66540,JP#HSI  RC2709F
66542,JP#TENCTRC2511M
66545,SG#HSBC RC2606A
66547,JP#HSI  RC2709W
66550,SG#XIAMIRC2602I
66551,SG#POMRTRC2604A
66552,SG#AKESORC2606A
66553,CI#HSI  RC2612C
66554,CI#HSI  RC2612D
66559,GJ#HSI  RC2511I
66564,GJ#HSI  RC2511N
66566,HS#HSI  RC26103
66567,HS#HSI  RC26104
66568,HS#HSI  RC2610W
66570,HS#HSI  RC26105
66571,JP#HSI  RC27111
66573,BI#HSI  RC2712X
66574,BI#HSI  RC2712Y
66577,HS#HSI  RC26106
66582,SG#HSI  RP28031
66583,SG#HSI  RP2804L
66584,SG#HSI  RP28041
66585,SG#HSI  RC26098
66587,SG#HSI  RC26086
66588,SG#HSI  RC26099
66589,SG#HSI  RP28044
66590,CT#HSI  RC2712J
66591,CT#HSI  RC27094
66592,HS#HSI  RC2708K
66596,SG#HSI  RC26078
66597,HS#HSI  RP2803N
66599,HS#HSI  RP28032
66601,HS#TENCTRP2802C
66605,HS#HSI  RC2803N
66607,SG#HSI  RC2712T
66611,HS#HSI  RC2709F
66614,SG#HSI  RC2712W
66615,HS#TENCTRP2802D
66617,HS#HSI  RC2803O
66622,BP#HSI  RC2706Y
66623,BP#HSI  RC2706Z
66625,HS#HSI  RC2707I
66626,HU#HSI  RC2612W
66630,HS#HSI  RC27099
66633,UB#HSI  RC26118
66637,UB#HSI  RC26073
66638,UB#MTUANRC2512B
66641,UB#HKEX RC2610A
66642,MS#HSI  RC2710Z
66643,UB#HSI  RC26084
66645,UB#HSI  RC2608J
66646,UB#HSI  RC26108
66647,MS#HSI  RC2711K
66653,MS#HSI  RC27121
66655,GJ#HSI  RC2711U
66656,GJ#HSI  RC27112
66658,JP#HSI  RC27114
66660,GJ#HSI  RC28075
66664,BP#XIAMIRC2512D
66666,HS#HSI  RC2609E
66667,SG#HSI  RC26087
66672,SG#HSI  RC26088
66673,SG#HSI  RC26089
66675,CI#HSI  RC2809T
66676,HS#MTUANRP2802B
66679,SG#HSI  RC26079
66680,JP#TENCTRC2510C
66683,CI#HSI  RC2710B
66685,CT#HSI  RC2509C
66686,GJ#HSI  RC2511V
66687,GJ#HSI  RC2511W
66688,GJ#HSI  RP28049
66689,CI#HSI  RC2804B
66690,SG#HSI  RC2710R
66692,SG#HSI  RC2710S
66694,SG#HSI  RC2710U
66695,GJ#HSI  RP2804B
66696,SG#HSI  RC2711J
66697,HS#TRIP RC2612A
66699,MS#PINANRC2710M
66701,SG#HSBC RC2812B
66702,JP#HSI  RC26097
66703,SG#XIAMIRC2511G
66718,BP#HSI  RC2707E
66719,MS#HKEX RP2807A
66720,SG#JDCOMRC2605F
66723,SG#HSI  RC2710V
66726,UB#HSI  RC2607F
66727,UB#HSI  RC2610U
66728,HS#TRIP RC2601B
66730,UB#HSI  RC2511I
66731,SG#HSI  RC2711K
66732,SG#HSI  RC2710W
66734,SG#HSI  RC2711L
66736,SG#HSTECRC2510I
66740,GJ#HSI  RC2709L
66741,UB#HSI  RC2511O
66742,SG#TENCTRC2511G
66743,UB#HSI  RC26119
66746,UB#HSI  RC2609Z
66747,UB#HSI  RC2608B
66756,HS#HSI  RC2611J
66759,UB#TENCTRC2510C
66765,UB#HSI  RC2802P
66766,MS#HSI  RC2710A
66767,BP#HSI  RC2707F
66768,UB#HSI  RC2707I
66769,UB#HSI  RC26091
66770,BP#HSI  RC2707G
66772,MS#HSI  RC27113
66773,MS#HSI  RC2712L
66776,UB#PINANRC27103
66780,UB#HSI  RC27104
66784,SG#HSI  RC26071
66787,SG#HSI  RC26094
66788,UB#HSI  RC2802S
66792,SG#HSI  RC26091
66794,SG#HSI  RC26081
66796,UB#HSI  RC2711A
66798,HS#ALIBARC2512B
66801,UB#XIAMIRC2512K
66806,UB#HSI  RC2710R
66807,BP#HSI  RC2707I
66809,UB#HSI  RC2711D
66819,BI#HSI  RC2609A
66828,UB#WUXI RC2511F
66830,GJ#HSI  RC2511X
66831,GJ#HSI  RC2511Y
66834,UB#HSBC RC2803A
66837,UB#HSCEIRC2709C
66843,HS#HSI  RC27076
66844,HS#HSI  RC2611D
66845,HS#HSI  RC2609F
66846,HS#HSI  RC2611K
66849,CI#HSI  RC2610B
66850,CI#HSI  RC2610C
66853,CI#HSI  RP2802X
66854,UB#HSI  RC27095
66861,HS#HSI  RC2707A
66863,UB#HSI  RC2802U
66864,HS#HSI  RC2707F
66865,CI#HSI  RC2809F
66866,CI#HSI  RC2806B
66870,UB#HSI  RC27099
66873,UB#HSI  RC2802V
66876,UB#HSI  RC2707K
66883,HS#HSI  RC2611A
66884,UB#HSI  RC2803E
66885,HS#HSI  RC2611B
66886,HS#HSI  RC2609L
66887,HS#HSI  RC2609M
66890,HS#HSI  RC2609N
66891,HS#HSI  RC2611C
66892,HS#HSI  RC2609O
66894,JP#HSI  RC27094
66899,UB#HSI  RC2803F
66900,UB#HSI  RC2802W
66901,UB#HSI  RC27106
66905,UB#HSI  RC2711Z
66907,UB#HSI  RC26106
66908,UB#HSI  RC2608W
66911,UB#HSI  RC2608Z
66912,UB#HSI  RC26086
66914,JP#XIAMIRC2511K
66915,JP#PINANRC2511C
66916,BP#HSI  RC2707N
66919,SG#HSTECRP2812F
66920,MS#HSI  RC2712G
66921,HS#HKEX RC2612C
66922,HS#TENCTRC2511O
66928,HS#HSI  RC2611E
66929,BP#CNOOCRP2511H
66930,HS#JDCOMRC2610C
66931,HS#XIAMIRC2601E
66934,BP#HSI  RC28113
66943,BP#HSI  RC2611I
66946,BP#HSI  RC2611J
66949,BP#TENCTRC25118
66951,BP#TENCTRC25119
66952,BP#TENCTRC2511P
66954,BP#HSI  RC28115
66956,BP#MTUANRC2511R
66957,BP#ALIBARC2511H
66959,HS#JDCOMRP2710B
66960,BP#HSI  RC2810D
66961,CT#HSI  RC2509K
66966,CT#HSI  RC2509L
66970,BP#HSI  RC2810E
66971,BP#HSI  RC2810F
66976,CT#HSI  RC2509H
66981,BP#HSI  RC2810L
66983,GJ#HSI  RC2511Z
66985,BP#HSI  RC2810M
66988,BP#HSI  RC2810N
66989,BI#HSI  RC2607A
66992,BP#XIAMIRC2801A
66993,SG#TENCTRC2605A
66994,SG#TENCTRC2605B
66995,SG#HSI  RC2707M
66996,SG#HSI  RC2709S
66997,HS#SMIC RC2512A
66999,SG#WUXI RC2606I
67000,JP#HSI  RC28047
67001,HS#AIA  RC2512A
67003,HS#TENCTRC2512A
67004,SG#SMIC RC2603E
67005,HS#HSI  RC2611W
67006,JP#HSI  RC27112
67009,JP#HSI  RC27116
67011,HS#HSI  RC2611Y
67013,SG#ALIBARC2509B
67016,HS#HSI  RC26112
67019,SG#HSI  RC2607Z
67020,SG#HSI  RC2607B
67023,SG#HSI  RC2607C
67027,SG#HSI  RC2607D
67028,SG#HSI  RC2607E
67029,SG#HSI  RC2607F
67031,SG#HSI  RC2607G
67033,SG#PINANRC2709A
67035,SG#HSI  RC2709T
67036,SG#HSI  RC2710Z
67039,JP#HSI  RC27119
67042,HU#HSI  RC2711V
67044,SG#POMRTRC2602A
67049,BI#HSI  RC2709Q
67050,SG#HSI  RC26095
67051,SG#HSI  RC26096
67052,BI#HSI  RC2709T
67056,GJ#HSI  RC2709U
67057,GJ#HSI  RC2709Z
67063,JP#HSI  RC2803C
67064,HS#HSI  RC27098
67071,HS#HSI  RC2709U
67072,SG#PINANRC2510A
67074,HS#HSI  RC27097
67075,HS#HSI  RC2709N
67078,CT#C MOBRC2607B
67079,SG#HSI  RC2608P
67081,HS#HSI  RC2709T
67087,HS#HKEX RC2610B
67088,JP#HSI  RC2804C
67093,UB#TENCTRC2606X
67094,HS#HKEX RC2610C
67095,MS#HSI  RC2712Q
67099,CI#HSI  RC28026
67100,JP#TENCTRC2512M
67101,JP#TRIP RC2510B
67102,JP#XIAMIRC2601K
67103,CI#HSI  RC27127
67104,MS#HSI  RC2712R
67106,SG#HSI  RC27101
67111,JP#JDCOMRP2803B
67113,SG#HSI  RC27109
67118,JP#HSBC RC2804G
67119,SG#HSI  RC2710X
67120,JP#HSI  RC2509I
67121,SG#HSI  RC27106
67123,UB#HSI  RC2611U
67124,UB#HSI  RC2608E
67127,JP#HSI  RC2609D
67128,JP#HSI  RC2611F
67130,JP#HSI  RC2611G
67132,SG#HSI  RC2707N
67133,SG#HSI  RC2710A
67134,SG#HSI  RC2709V
67135,SG#AIA  RC2510B
67137,SG#ALIBARC2509C
67138,JP#PINANRC2710I
67139,JP#MTUANRC2606B
67140,JP#HKEX RC2710Y
67143,UB#AKESORC2607A
67144,JP#HKEX RC2710Z
67145,UB#WUXI RC2607E
67147,SG#TENCTRC2509B
67148,CI#HSI  RC2809I
67150,GJ#HSI  RC2711F
67151,CI#HSI  RC2804M
67152,UB#TENCTRP2807F
67155,BP#HSI  RC28116
67156,BP#HSI  RC28117
67158,BP#HSI  RC2811T
67160,SG#ALIBARP2810I
67161,JP#HKEX RC2610B
67162,BP#HSI  RC2811U
67165,UB#HSTECRC2601B
67166,BP#HSI  RC2811V
67167,UB#NTES RP2702A
67168,BI#HSI  RC27125
67169,UB#TENCTRC2607B
67175,JP#HSI  RC27091
67176,JP#HSI  RC27092
67179,CI#HSI  RC2611C
67180,CI#HSI  RC2611D
67187,HU#HSI  RC2710F
67189,SG#MTUANRP2812I
67192,UB#HSI  RP2802X
67193,UB#HSI  RC2610A
67194,UB#HSI  RC2610B
67195,UB#HSI  RC2610C
67196,UB#HSI  RC2610D
67199,UB#HSI  RC2511A
67200,UB#HSI  RC2511R
67201,UB#HSI  RC2511B
67202,UB#HSI  RC2511C
67206,SG#HSI  RC2608C
67208,BP#PINANRC2805C
67210,HS#HSI  RC2802T
67212,UB#HSI  RC2610E
67214,UB#HSI  RC2610F
67217,UB#HSI  RC2610G
67218,UB#HSI  RC2610H
67219,UB#HSI  RC2511T
67221,UB#HSI  RC2511L
67222,UB#HSI  RC2511P
67225,GJ#HSI  RC2511D
67226,UB#HSI  RC2610K
67229,JP#KUASORC2509A
67232,JP#KUASORC2510A
67235,JP#HKEX RC2709J
67236,HS#HSI  RC2610S
67243,HS#HSI  RC28025
67244,CT#XIAMIRC2512B
67251,CT#HSI  RC2708C
67252,BP#HSI  RC2611P
67253,CT#WUXI RC2606A
67258,HS#AKESORC2606A
67259,HS#HSI  RC26108
67260,HS#HSI  RC28028
67261,HS#INBIORC2601B
67262,CT#PINANRC2610F
67267,HS#PINANRC2712B
67269,HS#C MOBRC2509B
67270,HS#C MOBRC2509C
67273,HS#C MOBRC2509D
67274,HS#HSI  RC26109
67275,HS#HSI  RC2510Z
67278,HS#HSI  RC28029
67288,HS#MTUANRC2509A
67291,HS#HSTECRC2512A
67292,HS#HSTECRC2512B
67293,CT#HSI  RC2612B
67294,HS#TENCTRC2603M
67296,HS#HSI  RP2804Y
67297,SG#HSI  RC2707O
67298,UB#PINANRC2710L
67299,SG#HSI  RC2707S
67301,SG#HSI  RC2707U
67304,SG#HSI  RC2711N
67305,SG#HSI  RC2803V
67306,HS#HSI  RP2804B
67309,SG#HSI  RC2802C
67310,UB#HSI  RC26075
67311,UB#HSI  RC2612S
67312,CT#AIA  RC2509B
67315,CT#HSI  RC2510K
67317,SG#HSI  RC2802J
67318,GJ#HSI  RC2712C
67320,CT#HSI  RC2609M
67324,GJ#HSI  RC2712D
67327,GJ#HSI  RC2709M
67329,GJ#HSI  RC2709X
67330,JP#JDCOMRC2612A
67331,GJ#HSI  RC27092
67332,JP#BYD  RC2612A
67335,BI#HSI  RC2709X
67336,BI#HSI  RC27094
67339,HU#HSI  RC2711W
67340,HU#HSI  RC2711X
67341,SG#AIA  RC2606C
67342,SG#CLIFERC2808C
67349,SG#HSI  RC27102
67350,SG#HSI  RC2609P
67352,SG#HSI  RC2609Q
67353,SG#HSI  RC2607J
67354,SG#HSI  RC2607K
67356,SG#HSI  RC26106
67359,SG#HSI  RC2710I
67360,SG#HSI  RC2710K
67361,SG#HSI  RC2707R
67362,SG#HSI  RC2707T
67363,SG#HSI  RC2708O
67367,CT#HSI  RC2807Q
67368,UB#HSI  RC2712U
67369,GJ#HSI  RC2511Q
67373,UB#JDCOMRP2803C
67375,UB#PINANRC2710D
67376,CT#HSI  RC2612E
67377,SG#HKEX RC2604C
67378,BP#HSI  RC28092
67379,BP#HSI  RC2809X
67380,CT#HSI  RC2509I
67382,BP#HSI  RC28097
67384,BP#HSI  RC28099
67385,HS#HSI  RC25092
67386,SG#TENCTRC2511H
67391,HS#HSI  RC25099
67392,SG#PETCHRC2509B
67393,SG#XIAMIRC2512C
67395,UB#HSI  RC2612M
67396,SG#MTUANRP2812S
67400,SG#PINANRC2710Q
67401,HS#HSI  RC2707G
67403,HS#HSI  RC2707Y
67404,UB#HSI  RC2802X
67405,SG#TENCTRC2510W
67406,SG#HSI  RC2711M
67408,JP#HSI  RC2610R
67410,MS#HSI  RC27115
67411,UB#HSI  RC2601A
67412,UB#HSI  RC2607U
67415,UB#HSI  RC2708B
67417,UB#HSI  RC2610L
67418,UB#HSI  RC2610M
67419,UB#HSI  RC2610N
67420,UB#HSI  RC2610O
67422,CI#HSI  RC2804N
67423,CI#HSI  RC2806C
67424,HS#HSI  RC2711R
67425,UB#HSI  RC2609K
67426,UB#HSI  RC2610P
67427,UB#HSI  RC2601B
67428,UB#HSI  RC2708C
67429,HS#HSI  RC2711X
67430,HS#HSI  RC27111
67431,HS#HSI  RC27112
67432,CT#HSTECRC2512A
67433,HS#HSI  RC2709L
67434,JP#HSI  RC27118
67437,HS#HSI  RC2709O
67439,JP#HSI  RC2711B
67444,JP#XIAMIRC2512H
67448,JP#HKEX RC2610H
67449,JP#HSI  RP2804A
67454,CI#HSI  RC2707B
67456,HS#HSI  RC26111
67459,HS#HSI  RC2609Q
67461,HS#HSI  RC2609S
67464,HS#HSI  RC2509E
67465,JP#HSI  RP2804E
67469,SG#HSI  RC2607A
67470,SG#HSI  RC2609R
67471,SG#HSI  RC2607I
67472,SG#HSI  RC2609S
67473,SG#HSI  RC2609T
67474,CT#ALIBARC2510A
67475,CT#PINANRC2610B
67477,JP#INBIORC2602B
67478,JP#ALIBARP2802B
67480,CT#HSI  RC2509Q
67482,CT#HSI  RC2509R
67483,JP#TENCTRP2807L
67484,CT#HSI  RC2509T
67485,UB#HSI  RC26112
67488,UB#HSI  RC26099
67489,CT#HSI  RC2509W
67490,JP#HSI  RC2609R
67491,JP#MTUANRP2802B
67492,CT#XIAMIRC2510G
67494,JP#TENCTRP2807M
67495,JP#HSI  RC2609V
67496,UB#HSBC RC2612B
67497,JP#TENCTRC2603G
67498,JP#TENCTRC2603H
67499,SG#HSI  RC26108
67503,UB#HSI  RC27105
67504,UB#HKEX RC2710P
67507,MS#HSBC RC2712E
67509,MS#HSBC RC2712F
67510,UB#HSI  RC2609P
67511,UB#HSI  RC2609X
67512,CT#HSI  RC2804D
67513,CT#HSI  RC2712O
67518,JP#XPENGRC2602B
67521,MS#XIAMIRC2511D
67527,BP#HSI  RC2808D
67528,UB#HSI  RC2609C
67531,MS#TENCTRC2510E
67532,BP#HSI  RC2808E
67535,UB#HSI  RC2609O
67537,SG#HSI  RC2709Z
67541,BP#HSI  RC2808G
67542,HS#HSI  RC2609U
67544,HS#HSI  RC2609V
67546,HS#HSI  RC2609W
67549,BP#HSI  RC2609P
67557,MS#HSI  RC2708Q
67558,MS#HSI  RC2711A
67559,GJ#HSI  RC28076
67561,MS#HSI  RC2802X
67566,MS#HSI  RC2712S
67568,SG#HSI  RC27092
67570,SG#HSI  RC27094
67571,UB#HSI  RC26088
67575,MS#HSI  RC2803B
67577,BP#HSI  RC2609F
67580,GJ#HSI  RP28042
67585,UB#HSI  RC26082
67586,HS#HSI  RC2610A
67602,HS#HSTECRC2512C
67603,JP#JDCOMRC2805E
67604,HS#HSTECRC2512D
67606,HS#HSI  RC2611G
67607,HS#HSI  RC2610H
67608,JP#JDCOMRC2805F
67611,HS#HSI  RC2611H
67615,CI#HSI  RC2711D
67616,HS#HSI  RC2708S
67617,CI#HSI  RC2710C
67618,CI#HSI  RC2809V
67619,HS#HSI  RC2708T
67624,CI#HSI  RC2802I
67625,JP#POMRTRC2602D
67626,CI#HSI  RC27128
67628,CI#HSI  RC28047
67629,GJ#HSI  RC2712F
67630,GJ#HSI  RC2712M
67632,JP#GEELYRC2607C
67633,JP#TENCTRC2603J
67638,JP#TENCTRC2603K
67639,BP#HSI  RC2809G
67642,BP#HSBC RC2808A
67643,HS#PINANRC2510G
67645,HS#MTUANRC2512B
67648,UB#HSI  RC27077
67651,JP#POMRTRC2602E
67653,UB#PINANRC27104
67654,BP#BYD  RC2805A
67656,SG#HSI  RC26109
67663,BP#HSI  RC2809M
67669,SG#HSI  RC2608R
67670,SG#HSI  RC2608S
67671,SG#HSI  RC2607N
67673,CI#HSI  RC2707C
67675,JP#HSI  RC2709U
67676,SG#HSI  RC2609U
67678,SG#HSI  RC2609V
67683,UB#XIAMIRC2511N
67686,JP#TENCTRC2510D
67687,UB#BYD  RC2607B
67688,UB#HUAHORC2607A
67689,SG#PINANRC2511A
67691,SG#HSI  RC2608T
67692,SG#HSI  RC2609W
67694,SG#HSI  RC2609X
67695,SG#HSI  RC2609Y
67696,SG#HSI  RC2609Z
67697,SG#HSI  RC2609A
67698,SG#HSI  RC2609B
67699,CI#HSI  RC2809J
67700,SG#HSI  RC2509I
67701,SG#HSI  RC2509K
67702,UB#SMIC RC2601A
67707,UB#XIAMIRC2510D
67709,SG#HSI  RC2509L
67711,SG#HSI  RC2509J
67716,HS#TENCTRC2607A
67720,UB#HSI  RC28028
67722,HS#TENCTRC2607B
67724,UB#ALIBARC2606A
67727,UB#HSI  RC2802A
67728,UB#HSI  RC2802C
67733,SG#HSI  RC2802K
67736,SG#HSI  RC2802D
67737,UB#HSI  RC27109
67738,CT#HSI  RC2509S
67740,SG#HSI  RC2802R
67743,SG#HSI  RC2802T
67744,UB#HSI  RC27073
67745,UB#WUXI RC2511G
67749,UB#ALIBARC2606B
67751,MS#HSI  RC27116
67758,UB#TRIP RC2510A
67759,JP#HSCEIRC2609A
67760,JP#HSCEIRC2509E
67762,UB#HSBC RC2803B
67763,UB#HSTECRC2510G
67765,UB#CLIFERC2607B
67767,SG#HSTECRC2509A
67769,SG#HSCEIRC2609A
67770,SG#HSI  RC2707L
67772,UB#HSI  RC2609Q
